,Category,Code,,Case,Text,Coder,Date,Words,% Words,Comment,Variable
,eventos meteorológicos,viento,, Alerta amarilla por tormentas intensas en el sur y sureste del país - ECOS UY,"""Una masa de aire cálido e inestable en interacción con un frente frío que se aproxima por el suroeste, genera el desarrollo de tormentas, con ocasional precipitación de granizo, intensa actividad eléctrica, probables rachas de viento entre 60-75 km/h, y precipitaciones entre 20-40 mm en seis horas"", se advierte",Admin,29/4/2020,52,"37,10%",,DOCUMENT
,eventos meteorológicos,lluvia,, Alerta amarilla por tormentas intensas en el sur y sureste del país - ECOS UY,"""Una masa de aire cálido e inestable en interacción con un frente frío que se aproxima por el suroeste, genera el desarrollo de tormentas, con ocasional precipitación de granizo, intensa actividad eléctrica, probables rachas de viento entre 60-75 km/h, y precipitaciones entre 20-40 mm en seis horas"", se advierte.",Admin,29/4/2020,52,"37,10%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta amarilla por tormentas intensas en el sur y sureste del país - ECOS UY,"""Una masa de aire cálido e inestable en interacción con un frente frío que se aproxima por el suroeste, genera el desarrollo de tormentas, con ocasional precipitación de granizo, intensa actividad eléctrica, probables rachas de viento entre 60-75 km/h, y precipitaciones entre 20-40 mm en seis horas"", se advierte.",Admin,29/4/2020,52,"37,10%",,DOCUMENT
,eventos meteorológicos,lluvia,, Alerta naranja para cinco departamentos del país - ECOS UY,"En Artigas, Salto, Rivera, Tacuarembó y Cerro Largo, se señala que una ""masa aire cálida, húmeda e inestable continúa interaccionando con frente frío que se desplaza lentamente del Suroeste al Norte"" lo que favorece que continúen desarrollándose tormentas, acompañadas de ""precipitaciones copiosas (50 - 80 mm en 6 hs.), intensa actividad eléctrica, caída de granizo y rachas de viento muy fuerte entre 75 - 100 km/h""",Admin,29/4/2020,65,"34,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta naranja para cinco departamentos del país - ECOS UY,"En Artigas, Salto, Rivera, Tacuarembó y Cerro Largo, se señala que una ""masa aire cálida, húmeda e inestable continúa interaccionando con frente frío que se desplaza lentamente del Suroeste al Norte"" lo que favorece que continúen desarrollándose tormentas, acompañadas de ""precipitaciones copiosas (50 - 80 mm en 6 hs.), intensa actividad eléctrica, caída de granizo y rachas de viento muy fuerte entre 75 - 100 km/h"".",Admin,29/4/2020,65,"34,60%",,DOCUMENT
,eventos meteorológicos,viento,, Alerta naranja para cinco departamentos del país - ECOS UY,"En Artigas, Salto, Rivera, Tacuarembó y Cerro Largo, se señala que una ""masa aire cálida, húmeda e inestable continúa interaccionando con frente frío que se desplaza lentamente del Suroeste al Norte"" lo que favorece que continúen desarrollándose tormentas, acompañadas de ""precipitaciones copiosas (50 - 80 mm en 6 hs.), intensa actividad eléctrica, caída de granizo y rachas de viento muy fuerte entre 75 - 100 km/h"".",Admin,29/4/2020,65,"34,60%",,DOCUMENT
,eventos meteorológicos,viento,, Alerta naranja para ocho departamentos - ECOS UY,"Por lo tanto para esta parte del país se esperan precipitaciones abundantes, rachas de viento de entre 75 y 120 kilómetros por hora, intensa actividad eléctrica y ocasional caída de granizo.",Admin,29/4/2020,31,"23,30%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta naranja para ocho departamentos - ECOS UY,"Por lo tanto para esta parte del país se esperan precipitaciones abundantes, rachas de viento de entre 75 y 120 kilómetros por hora, intensa actividad eléctrica y ocasional caída de granizo.",Admin,29/4/2020,31,"23,30%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta naranja por lluvias y tormentas - ECOS UY,"-100 mm), ocasionales granizadas, rachas de viento del SW entre 75 - 120 km/h, e intensa actividad eléctrica.",Admin,29/4/2020,18,"12,60%",,DOCUMENT
,eventos meteorológicos,viento,, Alerta naranja por lluvias y tormentas - ECOS UY,"-100 mm), ocasionales granizadas, rachas de viento del SW entre 75 - 120 km/h, e intensa actividad eléctrica.",Admin,29/4/2020,18,"12,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, Alerta roja para el norte del país - ECOS UY,"El organismo informó este mediodía que en esta zona hay tormentas fuertes que pueden llegar incluir rachas de viento superiores a 120 kilómetros por hora, granizo, intensa actividad eléctrica y lluvia intensa. El pronóstico rige hasta las 18:00 horas de este martes",Admin,29/4/2020,43,"24,60%",,DOCUMENT
,eventos meteorológicos,viento,, Alerta roja para el norte del país - ECOS UY,"El organismo informó este mediodía que en esta zona hay tormentas fuertes que pueden llegar incluir rachas de viento superiores a 120 kilómetros por hora, granizo, intensa actividad eléctrica y lluvia intensa. El pronóstico rige hasta las 18:00 horas de este martes.",Admin,29/4/2020,43,"24,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta roja para el norte del país - ECOS UY,"El organismo informó este mediodía que en esta zona hay tormentas fuertes que pueden llegar incluir rachas de viento superiores a 120 kilómetros por hora, granizo, intensa actividad eléctrica y lluvia intensa. El pronóstico rige hasta las 18:00 horas de este martes.",Admin,29/4/2020,43,"24,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, Altas temperaturas para hoy y lluvias para mañana - ECOS UY,"Montevideo y la zona metropolitana se espera cielo cubierto, precipitaciones y probables tormentas aisladas. Habrá rachas de viento y temperaturas entre los 18 de mínima y 23 de máxima.",Admin,29/4/2020,29,"14,40%",,DOCUMENT
,eventos meteorológicos,lluvia,, Altas temperaturas para hoy y lluvias para mañana - ECOS UY,"Montevideo y la zona metropolitana se espera cielo cubierto, precipitaciones y probables tormentas aisladas. Habrá rachas de viento y temperaturas entre los 18 de mínima y 23 de máxima.",Admin,29/4/2020,29,"14,40%",,DOCUMENT
,eventos meteorológicos,viento,," Fuertes vientos afectan a 34 mil clientes de UTE en todo el país - Noticias Uruguay, LARED21 Diario Digital",VIDEO | Ráfagas de viento en Salto,Admin,29/4/2020,6,"15,80%",,DOCUMENT
,efectos,destrozos,, h - ECOS UY,"Según informó el coordinador del Comité, Jorge Cuello, hasta el momento no hay lesionados ni evacuados, y las denuncias principalmente fueron por árboles, cartelería o tendido eléctrico caído o voladura de chapas. Ahora UTE, Bomberos y la Intendencia trabajan para reparar cuanto antes las zonas afectadas.",Admin,29/4/2020,46,"20,60%",,DOCUMENT
,efectos,destrozos,, h - ECOS UY,"Según informó el coordinador del Comité, Jorge Cuello, hasta el momento no hay lesionados ni evacuados, y las denuncias principalmente fueron por árboles, cartelería o tendido eléctrico caído o voladura de chapas. Ahora UTE, Bomberos y la Intendencia trabajan para reparar cuanto antes las zonas afectadas.",Admin,29/4/2020,46,"20,60%",,DOCUMENT
,respuestas,soluciones ciudad,, h - ECOS UY,"Según informó el coordinador del Comité, Jorge Cuello, hasta el momento no hay lesionados ni evacuados, y las denuncias principalmente fueron por árboles, cartelería o tendido eléctrico caído o voladura de chapas. Ahora UTE, Bomberos y la Intendencia trabajan para reparar cuanto antes las zonas afectad",Admin,29/4/2020,46,"20,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, h - ECOS UY,"Según informó el coordinador del Comité, Jorge Cuello, hasta el momento no hay lesionados ni evacuados, y las denuncias principalmente fueron por árboles, cartelería o tendido eléctrico caído o voladura de chapas. Ahora UTE, Bomberos y la Intendencia trabajan para reparar cuanto antes las zonas afectadas",Admin,29/4/2020,46,"20,60%",,DOCUMENT
,efectos,destrozos,, h - ECOS UY,"Según informó el coordinador del Comité, Jorge Cuello, hasta el momento no hay lesionados ni evacuados, y las denuncias principalmente fueron por árboles, cartelería o tendido eléctrico caído o voladura de chapas. Ahora UTE, Bomberos y la Intendencia trabajan para reparar cuanto antes las zonas afectadas.",Admin,29/4/2020,46,"20,60%",,DOCUMENT
,efectos,árboles caídos,, h - ECOS UY,"Según informó el coordinador del Comité, Jorge Cuello, hasta el momento no hay lesionados ni evacuados, y las denuncias principalmente fueron por árboles, cartelería o tendido eléctrico caído o voladura de chapas. Ahora UTE, Bomberos y la Intendencia trabajan para reparar cuanto antes las zonas afectadas.",Admin,29/4/2020,46,"20,60%",,DOCUMENT
,efectos,destrozos,, Hay 14 evacuados y más de 12.000 clientes sin energía en todo el país - ECOS UY,Hay 14 evacuados y más de 12.000 clientes sin energía en todo el país -...,Admin,29/4/2020,15,"6,50%",,DOCUMENT
,efectos,evacuados,, Hay 14 evacuados y más de 12.000 clientes sin energía en todo el país - ECOS UY,Hay 14 evacuados y más de 12.000 clientes sin energía en todo el país -...,Admin,29/4/2020,15,"6,50%",,DOCUMENT
,efectos,evacuados,, Hay 14 evacuados y más de 12.000 clientes sin energía en todo el país - ECOS UY,"Maldonado, tras los fuertes vientos registrados entre el miércoles y jueves en todo el país. Mientras que los desplazados en",Admin,29/4/2020,20,"8,70%",,DOCUMENT
,eventos meteorológicos,viento,, Hay 14 evacuados y más de 12.000 clientes sin energía en todo el país - ECOS UY,"Maldonado, tras los fuertes vientos registrados entre el miércoles y jueves en todo el país. Mientras que los desplazados en",Admin,29/4/2020,20,"8,70%",,DOCUMENT
,eventos meteorológicos,viento,, Inumet alerta por llegada de ciclón este lunes - ECOS UY,"Según indica en su informe, esto puede estar acompañado de rachas de viento fuertes en la zona sur lo que podría incrementarse el martes 26. Junto a esto se espera un aumento del oleaje en el Río de la Plata y el Mar territorial uruguayo.",Admin,29/4/2020,45,"24,60%",,DOCUMENT
,efectos,inundación,, Lluvias encienden alerta en zonas afectadas de San Carlos - ECOS UY,"“Se inundó alguna zona pero ya está bajando el agua y no hay afectaciones graves que lamentar”, dijo el secretario general de la Intendencia de Maldonado,",Admin,29/4/2020,26,"11,80%",,DOCUMENT
,eventos meteorológicos,lluvia,, Lluvias encienden alerta en zonas afectadas de San Carlos - ECOS UY,"“Se inundó alguna zona pero ya está bajando el agua y no hay afectaciones graves que lamentar”, dijo el secretario general de la Intendencia de Maldonado,",Admin,29/4/2020,26,"11,80%",,DOCUMENT
,efectos,evacuados,, Lluvias encienden alerta en zonas afectadas de San Carlos - ECOS UY,", y tienen a disposición edificios públicos ante la posibilidad de que haya evacuados, situación que aún no se registró",Admin,29/4/2020,19,"8,60%",,DOCUMENT
,efectos,inundación,, Lluvias encienden alerta en zonas afectadas de San Carlos - ECOS UY,", y tienen a disposición edificios públicos ante la posibilidad de que haya evacuados, situación que aún no se registró.",Admin,29/4/2020,19,"8,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, Lluvias encienden alerta en zonas afectadas de San Carlos - ECOS UY,", y tienen a disposición edificios públicos ante la posibilidad de que haya evacuados, situación que aún no se registró.",Admin,29/4/2020,19,"8,60%",,DOCUMENT
,respuestas,ayuda damnificados,, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"Intendencia de Maldonado junto a otra del Sunca, alrededor de 100 person",Admin,29/4/2020,12,"4,80%",,DOCUMENT
,eventos meteorológicos,lluvia,, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"Intendencia de Maldonado junto a otra del Sunca, alrededor de 100 personas",Admin,29/4/2020,12,"4,80%",,DOCUMENT
,efectos,evacuados,, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"Intendencia de Maldonado junto a otra del Sunca, alrededor de 100 personas.",Admin,29/4/2020,12,"4,80%",,DOCUMENT
,efectos,inundación,, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"Intendencia de Maldonado junto a otra del Sunca, alrededor de 100 personas.",Admin,29/4/2020,12,"4,80%",,DOCUMENT
,efectos,destrozos,, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"A su vez, personal del Ejército y Bomberos coopera en las tareas de limpieza",Admin,29/4/2020,14,"5,60%",,DOCUMENT
,eventos meteorológicos,tornado,, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"A su vez, personal del Ejército y Bomberos coopera en las tareas de limpieza.",Admin,29/4/2020,14,"5,60%",,DOCUMENT
,respuestas,soluciones ciudad,, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"A su vez, personal del Ejército y Bomberos coopera en las tareas de limpieza.",Admin,29/4/2020,14,"5,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"Según informó la Intendencia de Maldonado, 15 camiones trabajan en la zona apoyados por cuatro máquinas. Mientras, técnicos de las direcciones municipales de Obras, Higiene y Vivienda trabajan en la zona para asistir a los afectados.",Admin,29/4/2020,36,"14,30%",,DOCUMENT
,respuestas,soluciones ciudad,, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"Según informó la Intendencia de Maldonado, 15 camiones trabajan en la zona apoyados por cuatro máquinas. Mientras, técnicos de las direcciones municipales de Obras, Higiene y Vivienda trabajan en la zona para asistir a los afectados.",Admin,29/4/2020,36,"14,30%",,DOCUMENT
,eventos meteorológicos,lluvia,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY desplazadas en Maldonado y Rocha retornaron a hogare,Admin,29/4/2020,22,"11,20%",,DOCUMENT
,efectos,inundación,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY desplazadas en Maldonado y Rocha retornaron a hogares,Admin,29/4/2020,22,"11,20%",,DOCUMENT
,efectos,rutas cortadas,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY desplazadas en Maldonado y Rocha retornaron a hogares.,Admin,29/4/2020,22,"11,20%",,DOCUMENT
,efectos,evacuados,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY desplazadas en Maldonado y Rocha retornaron a hogares.,Admin,29/4/2020,22,"11,20%",,DOCUMENT
,respuestas,ayuda damnificados,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Son 33 las personas desplazadas de sus hogares debido a las lluvias y fuertes tormentas de este sábado, así como hay seis carreteras cortadas tras la crecida de ríos y arroyos, según informó el Sistema Nacional de Emergencias del país (Sin",Admin,29/4/2020,41,"20,80%",,DOCUMENT
,efectos,inundación,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Son 33 las personas desplazadas de sus hogares debido a las lluvias y fuertes tormentas de este sábado, así como hay seis carreteras cortadas tras la crecida de ríos y arroyos, según informó el Sistema Nacional de Emergencias del país (Sina",Admin,29/4/2020,41,"20,80%",,DOCUMENT
,eventos meteorológicos,tormenta,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Son 33 las personas desplazadas de sus hogares debido a las lluvias y fuertes tormentas de este sábado, así como hay seis carreteras cortadas tras la crecida de ríos y arroyos, según informó el Sistema Nacional de Emergencias del país (Sinae",Admin,29/4/2020,41,"20,80%",,DOCUMENT
,eventos meteorológicos,lluvia,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Son 33 las personas desplazadas de sus hogares debido a las lluvias y fuertes tormentas de este sábado, así como hay seis carreteras cortadas tras la crecida de ríos y arroyos, según informó el Sistema Nacional de Emergencias del país (Sinae)",Admin,29/4/2020,41,"20,80%",,DOCUMENT
,efectos,rutas cortadas,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Son 33 las personas desplazadas de sus hogares debido a las lluvias y fuertes tormentas de este sábado, así como hay seis carreteras cortadas tras la crecida de ríos y arroyos, según informó el Sistema Nacional de Emergencias del país (Sinae).",Admin,29/4/2020,41,"20,80%",,DOCUMENT
,efectos,evacuados,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Son 33 las personas desplazadas de sus hogares debido a las lluvias y fuertes tormentas de este sábado, así como hay seis carreteras cortadas tras la crecida de ríos y arroyos, según informó el Sistema Nacional de Emergencias del país (Sinae).",Admin,29/4/2020,41,"20,80%",,DOCUMENT
,efectos,evacuados,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Entre las personas desplazadas registradas por el Sinae, ascendió a 31 la cantidad de evacuados en Canelones y 2 en Florida.",Admin,29/4/2020,21,"10,70%",,DOCUMENT
,eventos meteorológicos,lluvia,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Asimismo, permanecen cortadas las rutas 3, 6, 11, 46, 61 y 82",Admin,29/4/2020,12,"6,10%",,DOCUMENT
,eventos meteorológicos,viento,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Asimismo, permanecen cortadas las rutas 3, 6, 11, 46, 61 y 82.",Admin,29/4/2020,12,"6,10%",,DOCUMENT
,efectos,rutas cortadas,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Asimismo, permanecen cortadas las rutas 3, 6, 11, 46, 61 y 82.",Admin,29/4/2020,12,"6,10%",,DOCUMENT
,eventos meteorológicos,lluvia,, Más de treinta evacuados y seis rutas cortadas en todo el país - ECOS UY,"Canelones, Maldonado y Rocha, informa Sinae.",Admin,29/4/2020,6,"3,00%",,DOCUMENT
,eventos meteorológicos,lluvia,, Meteorología baja nivel de riesgo a amarillo en cinco departamentos - ECOS UY,"Se prevé actividad eléctrica, ocasionales granizadas, rachas de viento fuerte entre 60 - 75 km/h y precipitaciones puntualmente abundantes (entre 20-50 mm en 6 hs.)",Admin,29/4/2020,26,"21,30%",,DOCUMENT
,eventos meteorológicos,viento,, Meteorología baja nivel de riesgo a amarillo en cinco departamentos - ECOS UY,"Se prevé actividad eléctrica, ocasionales granizadas, rachas de viento fuerte entre 60 - 75 km/h y precipitaciones puntualmente abundantes (entre 20-50 mm en 6 hs.).",Admin,29/4/2020,26,"21,30%",,DOCUMENT
,eventos meteorológicos,tormenta,, Meteorología baja nivel de riesgo a amarillo en cinco departamentos - ECOS UY,"Se prevé actividad eléctrica, ocasionales granizadas, rachas de viento fuerte entre 60 - 75 km/h y precipitaciones puntualmente abundantes (entre 20-50 mm en 6 hs.).",Admin,29/4/2020,26,"21,30%",,DOCUMENT
,efectos,inundación,, Permanecen evacuadas 76 personas por inundaciones - ECOS UY,"Según información del Sistema Nacional de Emergencia de los evacuados 41 son de Florida, 25 de Canelones, 5 en Maldonado y otros 5 en Rivera. Mientras que una persona falleció también en este departament",Admin,29/4/2020,34,"16,20%",,DOCUMENT
,efectos,evacuados,, Permanecen evacuadas 76 personas por inundaciones - ECOS UY,"Según información del Sistema Nacional de Emergencia de los evacuados 41 son de Florida, 25 de Canelones, 5 en Maldonado y otros 5 en Rivera. Mientras que una persona falleció también en este departamento",Admin,29/4/2020,34,"16,20%",,DOCUMENT
,respuestas,ayuda damnificados,, Permanecen evacuadas 76 personas por inundaciones - ECOS UY,"Según información del Sistema Nacional de Emergencia de los evacuados 41 son de Florida, 25 de Canelones, 5 en Maldonado y otros 5 en Rivera. Mientras que una persona falleció también en este departamento.",Admin,29/4/2020,34,"16,20%",,DOCUMENT
,efectos,evacuados,, Permanecen evacuadas 76 personas por inundaciones - ECOS UY,SINAE recuerda algunas recomendaciones para el retorno seguro a las viviendas luego de la inundación,Admin,29/4/2020,15,"7,10%",,DOCUMENT
,eventos meteorológicos,lluvia,, Permanecen evacuadas 76 personas por inundaciones - ECOS UY,SINAE recuerda algunas recomendaciones para el retorno seguro a las viviendas luego de la inundación:,Admin,29/4/2020,15,"7,10%",,DOCUMENT
,efectos,inundación,, Permanecen evacuadas 76 personas por inundaciones - ECOS UY,SINAE recuerda algunas recomendaciones para el retorno seguro a las viviendas luego de la inundación:,Admin,29/4/2020,15,"7,10%",,DOCUMENT
,efectos,destrozos,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY",? grandes destrozos,Admin,29/4/2020,2,"0,90%",,DOCUMENT
,eventos meteorológicos,viento,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY",? grandes destrozos,Admin,29/4/2020,2,"0,90%",,DOCUMENT
,efectos,evacuados,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY","Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY 8 personas evacuadas en Canelones y varios semáforos caídos en Montevideo",Admin,29/4/2020,22,"10,30%",,DOCUMENT
,efectos,destrozos,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY","Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY 8 personas evacuadas en Canelones y varios semáforos caídos en Montevideo.",Admin,29/4/2020,22,"10,30%",,DOCUMENT
,eventos meteorológicos,viento,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY","Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY 8 personas evacuadas en Canelones y varios semáforos caídos en Montevideo.",Admin,29/4/2020,22,"10,30%",,DOCUMENT
,eventos meteorológicos,tormenta,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY","De acuerdo a las últimas comunicaciones del Sistema Nacional de Emergencias y Bomberos, habría un muerto a causa del temporal, 8 evacuados de Canelones y 1 ruta cortada. En la noche, Bomberos recibió 400 llamado",Admin,29/4/2020,35,"16,40%",,DOCUMENT
,efectos,rutas cortadas,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY","De acuerdo a las últimas comunicaciones del Sistema Nacional de Emergencias y Bomberos, habría un muerto a causa del temporal, 8 evacuados de Canelones y 1 ruta cortada. En la noche, Bomberos recibió 400 llamados",Admin,29/4/2020,35,"16,40%",,DOCUMENT
,efectos,evacuados,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY","De acuerdo a las últimas comunicaciones del Sistema Nacional de Emergencias y Bomberos, habría un muerto a causa del temporal, 8 evacuados de Canelones y 1 ruta cortada. En la noche, Bomberos recibió 400 llamados.",Admin,29/4/2020,35,"16,40%",,DOCUMENT
,efectos,destrozos,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY","Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY © 2020 | Ecos. Todos los derechos reservados",Admin,29/4/2020,17,"8,00%",,DOCUMENT
,efectos,evacuados,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY","Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY © 2020 | Ecos. Todos los derechos reservados.",Admin,29/4/2020,17,"8,00%",,DOCUMENT
,eventos meteorológicos,viento,," Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY","Siguen los vientos fuertes, hay evacuados y grandes destrozos - ECOS UY © 2020 | Ecos. Todos los derechos reservados.",Admin,29/4/2020,17,"8,00%",,DOCUMENT
,eventos meteorológicos,tormenta,, Tormentas intensas y alerta amarilla para seis departamentos - ECOS UY,"Entre los fenómenos meteorológicos previstos se presentarán ""precipitaciones puntualmente abundantes (20-50 en 6 hs), rachas de viento del SW (60-75 km/h), intensa actividad eléctrica, ocasional caída de granizo",Admin,29/4/2020,31,"18,10%",,DOCUMENT
,eventos meteorológicos,viento,, Tormentas intensas y alerta amarilla para seis departamentos - ECOS UY,"Entre los fenómenos meteorológicos previstos se presentarán ""precipitaciones puntualmente abundantes (20-50 en 6 hs), rachas de viento del SW (60-75 km/h), intensa actividad eléctrica, ocasional caída de granizo.",Admin,29/4/2020,31,"18,10%",,DOCUMENT
,eventos meteorológicos,lluvia,, Tormentas intensas y alerta amarilla para seis departamentos - ECOS UY,"Entre los fenómenos meteorológicos previstos se presentarán ""precipitaciones puntualmente abundantes (20-50 en 6 hs), rachas de viento del SW (60-75 km/h), intensa actividad eléctrica, ocasional caída de granizo.",Admin,29/4/2020,31,"18,10%",,DOCUMENT
,eventos meteorológicos,tornado,, Un muerto y decenas de heridos tras fuerte temporal en San Carlos - ECOS UY,"El Sistema Nacional de Emergencia (Sinae) emitió esta mañana los datos preliminares del Comité Departamental de Emergencia (CDE), tras el fenómeno meteorológico que afectó principalmente la ciudad de San Carlos, pero también",Admin,29/4/2020,32,"13,50%",,DOCUMENT
,efectos,árboles caídos,, Un muerto y decenas de heridos tras fuerte temporal en San Carlos - ECOS UY,"Asimismo, se constataron daños severos en viviendas y dependencias municipales, árboles caídos y tendido eléctrico",Admin,29/4/2020,15,"6,30%",,DOCUMENT
